lot_frontage,lot_area,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,totrms_abvgrd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,mo_sold,yr_sold
51.0,6120.0,1938,1950,0.0,273.0,952.0,994.0,588.0,1582.0,0,2,0,3,6,1,1938,1,250.0,189.0,0.0,2,2009
90.0,12376.0,1990,1990,0.0,1470.0,1673.0,1699.0,1523.0,3222.0,1,3,0,5,11,2,1990,3,594.0,367.0,0.0,5,2010
100.0,10004.0,1964,1964,180.0,196.0,1516.0,1516.0,0.0,1516.0,0,1,1,3,6,0,1964,2,472.0,0.0,0.0,2,2009
55.0,8250.0,1935,1950,0.0,0.0,0.0,1032.0,0.0,1032.0,0,1,0,2,6,1,1939,1,260.0,0.0,0.0,6,2006
103.0,12205.0,1949,1992,0.0,0.0,448.0,1588.0,0.0,1588.0,0,2,0,5,6,0,2005,0,0.0,0.0,0.0,12,2008
103.0,11175.0,2007,2007,0.0,0.0,1316.0,1316.0,0.0,1316.0,0,2,0,3,6,1,2007,2,440.0,0.0,20.0,10,2007
85.0,9965.0,2007,2007,99.7,0.0,1528.0,1528.0,0.0,1528.0,0,3,2,3,6,1,2007,2,480.0,0.0,228.0,9,2007
50.0,8660.0,1900,1993,0.0,0.0,760.0,928.0,928.0,2168.0,0,2,0,5,11,0,1998,2,576.0,467.0,160.0,12,2009
82.0,12375.0,1951,1951,41.0,329.0,806.0,1081.0,341.0,1422.0,1,1,0,3,7,1,1951,1,288.0,0.0,0.0,6,2006
60.0,8070.0,1994,1995,0.0,588.0,990.0,990.0,0.0,990.0,1,1,0,3,5,0,2005,0,0.0,0.0,0.0,8,2007
84.0,8658.0,1965,1965,101.0,643.0,1088.0,1324.0,0.0,1324.0,0,2,0,3,6,1,1965,2,440.0,0.0,138.0,12,2006
69.06,8063.0,2000,2000,0.0,0.0,924.0,948.0,742.0,1690.0,0,2,1,3,7,1,2000,2,463.0,100.0,48.0,11,2007
49.0,8235.0,1955,1995,0.0,180.0,825.0,825.0,0.0,825.0,1,1,0,2,4,0,1963,2,720.0,140.0,50.0,6,2008
78.0,11700.0,1968,1968,0.0,298.0,727.0,829.0,727.0,1556.0,0,1,1,4,8,0,1968,2,441.0,0.0,0.0,5,2009
74.0,12961.0,1993,1994,0.0,944.0,1152.0,1152.0,645.0,1797.0,1,2,1,3,7,1,1993,2,616.0,162.0,312.0,3,2010
65.0,8450.0,1968,1968,0.0,775.0,1056.0,1056.0,0.0,1056.0,1,1,0,3,6,1,1968,1,304.0,0.0,85.0,7,2010
90.0,22950.0,1892,1993,0.0,0.0,1107.0,1518.0,1518.0,3608.0,0,2,1,4,12,2,1993,3,840.0,0.0,260.0,6,2006
41.0,5748.0,2005,2006,473.0,1573.0,1573.0,1778.0,0.0,1778.0,2,2,0,2,5,1,2005,2,495.0,123.0,53.0,2,2006
70.0,10500.0,1971,1971,0.0,432.0,864.0,864.0,0.0,864.0,0,1,0,3,5,1,2005,0,0.0,0.0,0.0,4,2010
62.0,7500.0,2004,2005,0.0,410.0,1221.0,1221.0,0.0,1221.0,1,2,0,2,6,0,2004,2,400.0,0.0,113.0,10,2009
62.0,10042.0,1920,1995,0.0,144.0,660.0,740.0,125.0,865.0,1,1,0,2,4,1,1920,1,216.0,0.0,0.0,8,2007
24.0,2544.0,2005,2005,0.0,0.0,600.0,520.0,623.0,1223.0,0,2,1,2,4,0,2005,2,480.0,0.0,166.0,7,2006
35.0,3768.0,1999,1999,218.0,549.0,691.0,713.0,739.0,1452.0,1,2,1,3,6,0,1999,2,506.0,0.0,34.0,9,2009
69.06,10320.0,1915,1978,0.0,0.0,880.0,880.0,428.0,1308.0,0,2,0,2,6,0,1950,2,400.0,0.0,0.0,4,2008
61.0,9734.0,2004,2004,0.0,241.0,384.0,744.0,630.0,1374.0,0,2,1,3,7,0,2004,2,400.0,0.0,0.0,5,2009
43.0,3182.0,2005,2006,14.0,16.0,1346.0,1504.0,0.0,1504.0,0,2,0,2,7,1,2005,2,437.0,156.0,20.0,5,2008
56.0,8872.0,1997,1997,0.0,0.0,384.0,754.0,630.0,1384.0,0,2,1,3,7,1,1997,2,390.0,0.0,0.0,3,2007
70.0,12198.0,1955,1975,0.0,780.0,1204.0,1411.0,0.0,1411.0,0,1,0,3,7,1,1955,1,310.0,278.0,82.0,6,2007
80.0,8480.0,1963,1963,0.0,630.0,970.0,970.0,0.0,970.0,1,1,0,2,5,0,1996,2,624.0,0.0,24.0,7,2007
69.06,10200.0,1970,1970,0.0,704.0,864.0,904.0,0.0,904.0,0,1,0,3,5,0,1979,3,912.0,143.0,0.0,6,2008
69.06,9555.0,1979,1979,0.0,0.0,0.0,1100.0,1133.0,2233.0,0,2,1,5,11,0,1979,2,579.0,0.0,0.0,2,2007
60.0,7200.0,1972,2006,0.0,385.0,385.0,875.0,0.0,875.0,0,1,0,3,5,0,1975,2,728.0,352.0,0.0,10,2007
60.0,6780.0,1935,1982,0.0,490.0,520.0,520.0,0.0,754.0,1,1,0,2,5,0,2005,0,0.0,53.0,0.0,6,2006
69.06,53227.0,1954,1994,0.0,1116.0,1364.0,1663.0,0.0,1663.0,1,1,0,2,6,2,1954,2,529.0,224.0,137.0,3,2008
70.0,9100.0,1965,1965,0.0,338.0,925.0,925.0,0.0,925.0,0,1,0,2,5,0,1965,1,429.0,0.0,0.0,7,2009
130.0,9600.0,1940,1950,0.0,428.0,728.0,976.0,332.0,1308.0,1,1,1,2,7,2,1940,1,256.0,0.0,70.0,6,2009
81.0,14175.0,1956,1998,0.0,386.0,1240.0,1375.0,0.0,1375.0,1,1,0,3,6,1,1956,1,323.0,0.0,0.0,12,2007
110.0,14277.0,2003,2003,280.0,938.0,1317.0,1217.0,1168.0,2385.0,1,2,1,3,7,1,2003,3,818.0,192.0,228.0,1,2007
60.0,9000.0,1974,1974,0.0,0.0,896.0,896.0,896.0,1792.0,0,2,2,4,8,0,1982,2,480.0,0.0,45.0,6,2008
105.0,13693.0,2007,2007,554.0,1728.0,2418.0,2464.0,0.0,2464.0,1,2,1,4,9,1,2007,3,650.0,358.0,78.0,8,2008
51.0,3635.0,2007,2007,130.0,988.0,1386.0,1569.0,0.0,1569.0,0,2,0,1,7,1,2007,3,660.0,143.0,20.0,5,2009
84.0,10933.0,2009,2009,242.0,1021.0,1555.0,1680.0,0.0,1680.0,1,1,1,1,8,1,2009,3,1138.0,185.0,24.0,7,2009
65.0,8450.0,2003,2003,0.0,699.0,1337.0,1337.0,0.0,1337.0,1,2,0,3,6,0,2003,2,531.0,0.0,39.0,10,2007
60.0,8550.0,1934,1950,0.0,574.0,816.0,816.0,0.0,816.0,1,1,0,2,4,1,1949,1,240.0,228.0,0.0,7,2006
95.0,12182.0,2005,2005,226.0,1201.0,1541.0,1541.0,0.0,1541.0,0,2,0,3,7,1,2005,2,532.0,0.0,70.0,5,2010
51.0,6120.0,1935,1995,0.0,0.0,884.0,989.0,584.0,1573.0,0,1,0,3,6,0,1935,1,240.0,0.0,0.0,7,2009
60.0,10800.0,1949,1996,0.0,0.0,832.0,832.0,629.0,1461.0,0,2,0,4,6,0,1949,1,384.0,0.0,204.0,8,2009
69.06,12760.0,1976,1976,0.0,0.0,1958.0,2048.0,0.0,2048.0,0,3,0,5,9,0,1976,2,776.0,0.0,0.0,3,2010
69.06,7655.0,1993,1994,0.0,0.0,903.0,910.0,732.0,1642.0,0,2,1,3,7,1,1993,2,392.0,290.0,84.0,7,2007
60.0,10560.0,1922,1994,0.0,283.0,738.0,868.0,602.0,1470.0,0,1,1,2,6,0,1970,2,624.0,0.0,0.0,6,2010
60.0,7500.0,1999,2003,0.0,0.0,938.0,957.0,1342.0,2299.0,0,3,1,5,7,1,1999,2,482.0,188.0,30.0,8,2007
69.06,9505.0,2001,2001,180.0,0.0,884.0,884.0,1151.0,2035.0,0,2,1,3,8,1,2001,2,434.0,144.0,48.0,5,2010
69.0,10205.0,1962,1962,0.0,784.0,925.0,999.0,0.0,999.0,1,1,0,3,6,0,1962,1,300.0,150.0,72.0,5,2006
45.0,4379.0,2004,2004,0.0,851.0,1378.0,1378.0,0.0,1378.0,1,2,0,2,6,1,2004,2,540.0,160.0,56.0,7,2007
65.0,7800.0,1939,1950,0.0,507.0,793.0,793.0,325.0,1118.0,1,1,0,3,5,1,1939,2,410.0,0.0,0.0,5,2006
92.0,12108.0,1955,1955,270.0,133.0,1440.0,1440.0,0.0,1440.0,0,2,0,4,8,0,2005,0,0.0,0.0,0.0,9,2008
70.0,7000.0,1960,2002,45.0,588.0,1010.0,1134.0,0.0,1134.0,0,1,0,2,6,0,1960,1,254.0,0.0,16.0,4,2007
64.0,13053.0,1923,2000,0.0,0.0,833.0,1053.0,795.0,1848.0,0,1,1,4,8,1,1922,2,370.0,0.0,0.0,6,2008
60.0,8400.0,1925,1950,0.0,423.0,1181.0,1390.0,304.0,1694.0,0,2,0,4,7,1,1925,2,576.0,342.0,0.0,6,2008
50.0,6000.0,1954,2000,0.0,0.0,901.0,901.0,0.0,901.0,0,1,0,2,4,0,1954,1,281.0,0.0,0.0,8,2008
69.06,6240.0,1938,1950,0.0,52.0,861.0,861.0,548.0,1409.0,1,1,1,3,6,1,1968,2,528.0,225.0,0.0,3,2007
141.0,31770.0,1960,1960,112.0,639.0,1080.0,1656.0,0.0,1656.0,1,1,0,3,7,2,1960,2,528.0,210.0,62.0,5,2010
96.0,12474.0,2007,2008,272.0,1280.0,1682.0,1742.0,590.0,2332.0,1,2,1,3,9,1,2008,3,846.0,196.0,134.0,8,2008
80.0,9600.0,1950,2007,0.0,607.0,1113.0,1113.0,0.0,1113.0,0,1,0,3,5,1,1950,1,264.0,0.0,80.0,7,2009
64.0,8574.0,1916,2000,0.0,0.0,816.0,1232.0,0.0,1232.0,0,1,0,3,6,1,1916,2,440.0,0.0,0.0,10,2009
104.0,14418.0,2007,2007,480.0,1375.0,1950.0,1950.0,0.0,1950.0,1,2,0,2,7,1,2007,3,706.0,156.0,207.0,5,2008
80.0,10400.0,1988,1988,102.0,929.0,1845.0,1872.0,0.0,1872.0,0,2,0,3,6,1,1988,2,604.0,197.0,39.0,6,2006
63.0,15564.0,1914,1995,0.0,0.0,676.0,676.0,588.0,1264.0,0,1,0,3,6,0,1994,2,400.0,424.0,0.0,1,2008
101.0,13543.0,2005,2005,130.0,16.0,1168.0,1168.0,1332.0,2500.0,0,3,1,5,9,1,2005,3,683.0,192.0,32.0,7,2008
50.0,6130.0,1924,1950,0.0,784.0,784.0,784.0,0.0,784.0,1,1,0,2,5,0,2005,0,0.0,0.0,0.0,5,2008
50.0,5925.0,1940,1950,0.0,0.0,0.0,612.0,0.0,612.0,0,1,0,1,4,0,1965,1,308.0,0.0,0.0,10,2009
69.06,24090.0,1940,1950,0.0,0.0,1032.0,1207.0,1196.0,2403.0,0,2,0,4,10,2,1940,1,349.0,56.0,0.0,6,2010
80.0,9600.0,1953,1953,238.0,1285.0,1416.0,1644.0,0.0,1644.0,1,1,0,3,7,2,1953,2,418.0,110.0,0.0,10,2009
65.0,8158.0,2002,2002,214.0,0.0,860.0,860.0,869.0,1729.0,0,2,1,3,7,0,2002,2,542.0,386.0,63.0,8,2007
50.0,5220.0,1936,1950,0.0,0.0,830.0,879.0,0.0,879.0,0,1,0,2,4,0,1936,1,180.0,0.0,108.0,1,2006
60.0,8172.0,1955,1990,0.0,167.0,864.0,864.0,0.0,864.0,1,1,0,2,5,0,1957,2,572.0,0.0,0.0,4,2006
72.0,9000.0,1956,1956,74.0,616.0,1196.0,1196.0,0.0,1196.0,1,1,0,2,6,1,1956,1,297.0,0.0,44.0,5,2008
74.0,7844.0,1978,1978,203.0,209.0,672.0,672.0,728.0,1400.0,0,1,1,3,6,1,1978,2,440.0,0.0,0.0,3,2006
60.0,9084.0,1940,1950,0.0,0.0,755.0,755.0,755.0,1510.0,1,1,0,4,7,1,1940,1,296.0,120.0,0.0,10,2009
60.0,10800.0,1900,2000,0.0,0.0,0.0,694.0,600.0,1294.0,0,2,0,3,7,0,2005,0,0.0,220.0,114.0,8,2008
74.0,8556.0,2006,2006,0.0,0.0,1240.0,1240.0,0.0,1240.0,0,2,0,2,5,0,2006,3,826.0,140.0,93.0,5,2007
70.0,9100.0,1962,1962,51.0,36.0,988.0,988.0,0.0,988.0,1,1,0,3,6,0,1977,2,624.0,0.0,0.0,7,2006
63.0,8668.0,1968,1968,0.0,0.0,1560.0,1560.0,0.0,1560.0,0,2,0,4,8,0,1968,3,792.0,0.0,0.0,5,2007
70.0,11767.0,1950,1950,0.0,1078.0,1078.0,1368.0,0.0,1368.0,1,1,0,3,6,0,1950,1,195.0,0.0,41.0,6,2009
70.0,8400.0,2004,2005,109.0,712.0,1473.0,1484.0,0.0,1484.0,1,2,0,3,7,0,2004,2,606.0,0.0,35.0,5,2010
40.0,3874.0,1980,1980,0.0,807.0,1226.0,1226.0,0.0,1226.0,1,1,0,1,4,1,1980,2,484.0,133.0,78.0,7,2006
69.06,8076.0,1993,1994,112.0,705.0,1160.0,1169.0,0.0,1169.0,0,2,0,3,6,1,1993,2,402.0,0.0,26.0,7,2006
93.0,10090.0,1963,1999,364.0,242.0,725.0,1035.0,616.0,1651.0,0,2,0,4,6,2,1963,1,276.0,460.0,46.0,10,2007
67.0,8877.0,1938,1958,0.0,690.0,816.0,816.0,0.0,816.0,1,1,0,2,3,1,1958,1,288.0,0.0,0.0,5,2009
85.0,11058.0,2007,2007,212.0,56.0,1564.0,1564.0,0.0,1564.0,0,2,0,3,6,0,2007,3,814.0,0.0,24.0,2,2008
60.0,10800.0,1905,2000,0.0,0.0,482.0,1221.0,691.0,1912.0,0,2,0,3,7,1,2003,2,672.0,0.0,25.0,4,2008
59.0,10936.0,2006,2006,0.0,0.0,1510.0,1525.0,0.0,1525.0,0,2,1,3,6,1,2006,2,534.0,100.0,18.0,4,2007
65.0,8461.0,2005,2006,0.0,0.0,728.0,728.0,728.0,1456.0,0,2,1,3,8,1,2005,2,390.0,0.0,24.0,7,2006
60.0,7518.0,1910,2004,0.0,0.0,396.0,665.0,665.0,1330.0,0,1,0,3,7,0,2001,1,390.0,0.0,72.0,7,2006
69.06,8010.0,2002,2003,0.0,0.0,840.0,840.0,880.0,1720.0,0,2,1,3,7,1,2002,2,400.0,138.0,48.0,7,2008
69.06,10050.0,1966,1966,87.0,602.0,793.0,1280.0,0.0,1280.0,0,2,0,3,6,1,1966,2,432.0,140.0,40.0,6,2007
38.0,4740.0,1988,1988,0.0,248.0,1166.0,1179.0,0.0,1179.0,1,2,0,2,5,0,1988,2,480.0,0.0,108.0,10,2007
60.0,6978.0,1926,1980,0.0,0.0,850.0,960.0,0.0,960.0,0,1,0,2,5,0,1981,2,576.0,0.0,0.0,4,2007
69.06,11400.0,2001,2002,705.0,1282.0,2633.0,2633.0,0.0,2633.0,1,2,1,2,8,2,2001,3,804.0,314.0,140.0,3,2007
66.0,9240.0,1959,1998,0.0,708.0,988.0,988.0,0.0,988.0,1,2,0,3,6,0,1959,1,297.0,156.0,0.0,6,2009
24.0,2304.0,1978,1978,0.0,632.0,1061.0,1055.0,0.0,1055.0,0,2,0,2,4,0,1978,1,319.0,108.0,32.0,4,2007
54.0,7223.0,1926,1950,0.0,319.0,1290.0,1422.0,0.0,1422.0,0,1,0,3,6,0,1973,1,352.0,0.0,0.0,4,2007
69.06,3612.0,1993,1994,0.0,338.0,630.0,630.0,690.0,1320.0,0,2,1,3,5,0,1993,2,484.0,0.0,48.0,6,2006
63.0,12680.0,1988,1988,102.0,983.0,1675.0,1688.0,0.0,1688.0,1,2,0,2,6,1,1988,2,528.0,0.0,48.0,6,2008
85.0,10176.0,1990,1990,0.0,637.0,1300.0,1341.0,0.0,1341.0,1,1,1,2,5,1,1990,2,506.0,192.0,0.0,2,2010
55.0,10780.0,1976,1976,0.0,483.0,911.0,954.0,0.0,954.0,0,1,0,3,6,0,1976,2,576.0,0.0,0.0,7,2006
69.06,8544.0,1949,1950,340.0,0.0,0.0,1040.0,0.0,1040.0,0,2,0,2,6,0,1949,2,400.0,0.0,0.0,5,2006
79.0,10646.0,2001,2001,513.0,681.0,858.0,872.0,917.0,1789.0,1,2,1,3,7,1,2001,2,546.0,0.0,0.0,6,2008
80.0,8400.0,1962,2005,237.0,0.0,1319.0,1537.0,0.0,1537.0,1,1,1,3,7,1,1962,2,462.0,0.0,36.0,7,2008
85.0,15428.0,1951,1991,0.0,741.0,884.0,884.0,0.0,884.0,1,1,0,2,4,0,1951,1,270.0,0.0,0.0,6,2006
81.0,11216.0,2006,2006,0.0,0.0,1489.0,1489.0,0.0,1489.0,0,2,0,3,7,1,2006,2,776.0,0.0,140.0,6,2006
78.0,10140.0,1974,1999,99.0,663.0,1040.0,1309.0,0.0,1309.0,1,1,1,3,5,1,1974,2,484.0,265.0,0.0,1,2006
42.0,3964.0,1973,1973,0.0,837.0,942.0,1291.0,1230.0,2521.0,1,2,1,5,10,1,1973,2,576.0,728.0,20.0,6,2006
98.0,11428.0,2006,2006,248.0,0.0,1626.0,1634.0,0.0,1634.0,0,2,0,3,7,1,2006,3,866.0,0.0,44.0,5,2007
80.0,10421.0,1988,1988,42.0,394.0,980.0,980.0,734.0,1714.0,0,2,1,3,7,1,1988,2,496.0,228.0,66.0,3,2010
75.0,13500.0,1879,1987,0.0,0.0,819.0,1312.0,1142.0,2454.0,0,2,0,3,8,1,1950,2,576.0,0.0,148.0,2,2007
75.0,9000.0,1969,1969,200.0,955.0,1216.0,1216.0,0.0,1216.0,1,1,0,3,5,0,1969,1,336.0,0.0,0.0,8,2009
60.0,8089.0,2007,2007,0.0,945.0,1419.0,1419.0,0.0,1419.0,1,2,0,2,7,1,2007,2,567.0,140.0,0.0,10,2007
35.0,9400.0,1975,1975,250.0,945.0,945.0,980.0,0.0,980.0,0,2,0,4,4,0,2005,0,0.0,0.0,0.0,10,2006
24.0,2117.0,2000,2000,216.0,417.0,756.0,769.0,804.0,1573.0,0,2,1,3,4,0,2000,2,440.0,0.0,32.0,9,2007
85.0,10625.0,2004,2004,353.0,0.0,1158.0,1158.0,1285.0,2443.0,0,2,1,4,9,1,2004,3,744.0,193.0,127.0,6,2007
106.0,8413.0,1998,1998,0.0,901.0,1220.0,1220.0,1142.0,2362.0,1,2,1,3,8,2,1998,2,1105.0,147.0,0.0,6,2007
75.0,13500.0,1893,2000,0.0,0.0,1237.0,1521.0,1254.0,2775.0,0,3,1,3,9,1,1988,2,880.0,105.0,502.0,7,2008
69.06,15676.0,1980,1980,115.0,1733.0,2014.0,2014.0,0.0,2014.0,1,2,0,2,6,2,1980,3,864.0,462.0,0.0,4,2009
82.0,9950.0,1995,1995,290.0,565.0,1203.0,1214.0,1306.0,2520.0,0,2,1,4,9,1,1995,3,721.0,224.0,114.0,6,2007
39.0,15410.0,1974,2002,250.0,126.0,1208.0,1494.0,0.0,1494.0,1,2,0,3,7,2,1974,2,461.0,296.0,0.0,4,2010
50.0,6000.0,1921,1950,0.0,616.0,616.0,616.0,0.0,616.0,0,1,0,2,4,0,1921,1,205.0,0.0,0.0,6,2006
63.0,8402.0,1998,1998,0.0,0.0,789.0,789.0,676.0,1465.0,0,2,1,3,7,1,1998,2,393.0,0.0,75.0,5,2010
85.0,10655.0,2003,2004,296.0,1124.0,3206.0,1629.0,0.0,1629.0,1,2,0,3,7,1,2003,3,880.0,0.0,0.0,10,2009
70.0,10150.0,1958,1958,1.0,456.0,912.0,912.0,0.0,912.0,0,1,0,2,5,0,1958,1,275.0,0.0,0.0,7,2007
84.0,10084.0,2005,2006,196.0,24.0,1552.0,1552.0,0.0,1552.0,0,2,0,3,7,0,2005,3,782.0,144.0,20.0,7,2006
67.0,16285.0,2001,2002,0.0,0.0,1413.0,1430.0,0.0,1430.0,0,2,0,3,6,0,2001,2,605.0,0.0,33.0,6,2009
34.0,3230.0,1999,1999,1129.0,419.0,729.0,729.0,729.0,1458.0,0,2,1,2,5,1,1999,2,440.0,0.0,32.0,6,2007
69.06,21579.0,1968,1968,0.0,813.0,1488.0,1488.0,0.0,1488.0,0,2,0,3,7,2,1968,2,552.0,0.0,0.0,9,2007
64.0,8320.0,2004,2004,0.0,490.0,770.0,770.0,812.0,1582.0,0,2,1,3,6,0,2004,2,520.0,0.0,45.0,9,2008
60.0,6960.0,1970,1970,0.0,375.0,864.0,864.0,0.0,864.0,0,1,0,3,5,0,1989,2,660.0,96.0,0.0,11,2009
60.0,21930.0,2005,2005,0.0,0.0,732.0,734.0,1104.0,1838.0,0,2,1,4,7,1,2005,2,372.0,100.0,40.0,7,2006
60.0,6600.0,1982,2008,0.0,641.0,816.0,816.0,0.0,816.0,0,1,0,3,5,1,1982,1,264.0,0.0,0.0,10,2008
50.0,8405.0,1945,1950,0.0,0.0,0.0,1088.0,441.0,1529.0,0,2,0,4,9,0,1945,1,240.0,92.0,0.0,4,2009
91.0,11778.0,2008,2008,554.0,2085.0,2271.0,2276.0,0.0,2276.0,1,2,0,3,7,2,2008,3,1348.0,0.0,0.0,6,2008
60.0,8967.0,1920,1950,0.0,0.0,961.0,1077.0,0.0,1077.0,0,1,0,2,6,0,1920,1,338.0,0.0,0.0,11,2007
86.0,10562.0,2007,2007,300.0,1288.0,1582.0,1610.0,551.0,2161.0,1,1,1,3,8,1,2007,3,789.0,178.0,120.0,11,2007
44.0,12864.0,2002,2002,0.0,1392.0,1409.0,1409.0,0.0,1409.0,1,1,1,1,4,1,2002,2,576.0,0.0,144.0,7,2007
66.0,13695.0,2004,2004,0.0,646.0,1114.0,1114.0,0.0,1114.0,1,1,1,3,6,0,2004,2,576.0,0.0,102.0,6,2008
79.0,10289.0,1965,1965,168.0,836.0,1073.0,1073.0,0.0,1073.0,1,1,1,3,6,0,1965,2,515.0,0.0,0.0,6,2007
105.0,15431.0,2008,2008,200.0,1767.0,3094.0,2402.0,0.0,2402.0,1,2,0,2,10,2,2008,3,672.0,0.0,72.0,4,2009
69.06,11120.0,1984,1984,0.0,660.0,1232.0,1232.0,0.0,1232.0,0,2,0,3,6,0,1984,2,516.0,0.0,0.0,6,2008
73.0,9069.0,1993,1993,0.0,261.0,1344.0,1440.0,0.0,1440.0,2,2,0,2,8,0,1993,4,920.0,288.0,0.0,4,2006
69.06,47280.0,1950,1950,44.0,0.0,1488.0,1488.0,0.0,1488.0,0,2,1,3,6,1,1950,2,738.0,0.0,0.0,7,2008
63.0,7875.0,2003,2003,0.0,0.0,783.0,807.0,702.0,1509.0,0,2,1,3,8,1,2003,2,393.0,0.0,75.0,7,2006
60.0,6600.0,1982,2005,0.0,638.0,845.0,845.0,0.0,845.0,0,1,0,3,6,0,1982,1,264.0,0.0,0.0,7,2008
66.0,13682.0,2006,2006,1031.0,0.0,1410.0,1426.0,1519.0,2945.0,0,3,1,3,10,1,2006,3,641.0,192.0,0.0,10,2006
101.0,9150.0,1962,1962,305.0,371.0,1099.0,1431.0,0.0,1431.0,0,1,0,3,6,1,1962,1,296.0,64.0,110.0,12,2008
65.0,7150.0,1967,1967,60.0,432.0,892.0,892.0,0.0,892.0,0,1,0,3,5,0,1967,1,288.0,0.0,0.0,7,2009
69.06,12285.0,1960,1960,128.0,544.0,1329.0,1329.0,0.0,1329.0,0,1,1,3,5,2,1960,2,441.0,0.0,0.0,8,2009
102.0,17920.0,1955,1974,0.0,306.0,1763.0,1779.0,0.0,1779.0,1,1,1,3,6,1,1955,2,454.0,0.0,418.0,7,2006
53.0,3684.0,2007,2007,130.0,0.0,1373.0,1555.0,0.0,1555.0,0,2,0,2,7,1,2007,3,660.0,143.0,20.0,6,2009
62.0,7006.0,1925,1950,0.0,121.0,768.0,788.0,448.0,1236.0,1,2,0,3,6,1,1985,1,384.0,0.0,0.0,8,2008
77.0,8390.0,1999,1999,0.0,0.0,831.0,873.0,778.0,1651.0,0,2,1,3,7,1,1999,2,450.0,0.0,103.0,5,2008
50.0,5784.0,1938,1996,0.0,0.0,190.0,886.0,0.0,886.0,0,1,0,2,4,0,1938,1,273.0,144.0,20.0,12,2009
70.0,9135.0,2003,2003,120.0,340.0,1682.0,1700.0,0.0,1700.0,1,2,0,3,7,0,2003,2,544.0,192.0,23.0,5,2006
78.0,10496.0,1949,1950,320.0,196.0,1040.0,1168.0,678.0,1846.0,0,2,0,3,7,1,1949,1,315.0,0.0,0.0,1,2007
69.06,13650.0,1958,1958,0.0,57.0,1052.0,1252.0,668.0,1920.0,1,2,0,4,8,1,1958,2,451.0,0.0,0.0,7,2006
67.0,8308.0,1963,1963,20.0,132.0,1088.0,1088.0,0.0,1088.0,0,1,0,2,4,0,2002,2,520.0,0.0,0.0,6,2007
69.06,9450.0,1957,1957,160.0,775.0,1040.0,1362.0,0.0,1362.0,1,1,0,3,6,1,1982,3,768.0,0.0,0.0,5,2009
78.0,9317.0,2006,2006,0.0,24.0,1314.0,1314.0,0.0,1314.0,0,2,0,3,6,1,2006,2,440.0,0.0,22.0,3,2007
69.06,7153.0,1991,1991,88.0,1200.0,1278.0,1294.0,0.0,1294.0,1,2,0,3,6,0,1991,2,496.0,112.0,51.0,6,2008
68.0,8814.0,2005,2007,80.0,925.0,1274.0,1274.0,0.0,1274.0,1,2,0,3,6,0,2005,2,508.0,264.0,98.0,1,2007
83.0,9849.0,2007,2007,0.0,0.0,1689.0,1689.0,0.0,1689.0,0,2,0,3,7,0,2007,3,954.0,0.0,56.0,6,2007
79.0,14463.0,2008,2008,406.0,1115.0,1641.0,1641.0,0.0,1641.0,1,2,0,3,7,0,2008,3,885.0,0.0,95.0,1,2009
50.0,5190.0,1948,1950,0.0,0.0,570.0,617.0,462.0,1079.0,0,1,0,2,5,1,1948,1,249.0,135.0,0.0,1,2008
65.0,9750.0,1959,1959,164.0,200.0,984.0,984.0,0.0,984.0,1,1,0,2,5,0,1959,1,308.0,0.0,0.0,6,2008
50.0,6000.0,1920,1950,0.0,250.0,960.0,960.0,0.0,960.0,0,1,0,2,5,0,1997,1,308.0,0.0,0.0,7,2007
66.0,8712.0,1952,1952,0.0,0.0,540.0,1044.0,0.0,1044.0,0,1,0,2,4,0,1952,2,504.0,0.0,0.0,6,2010
69.0,11851.0,1948,2009,0.0,780.0,1027.0,1027.0,606.0,1633.0,0,1,0,3,7,1,1948,1,240.0,0.0,100.0,6,2010
54.0,13811.0,1987,1987,72.0,980.0,1112.0,1137.0,0.0,1137.0,1,2,0,2,5,1,1987,2,551.0,125.0,0.0,7,2006
83.0,10143.0,1963,1963,295.0,384.0,1380.0,1380.0,0.0,1380.0,0,1,1,3,6,0,1963,1,364.0,0.0,0.0,6,2009
93.0,18265.0,1986,1986,228.0,920.0,1256.0,1256.0,0.0,1256.0,0,2,0,3,6,1,1986,2,578.0,282.0,0.0,3,2008
44.0,4224.0,1976,1976,0.0,874.0,1142.0,1142.0,0.0,1142.0,1,1,1,3,6,1,1976,2,528.0,536.0,90.0,8,2007
84.0,12615.0,1950,2001,0.0,477.0,1202.0,2158.0,0.0,2158.0,1,2,0,4,7,1,1950,2,576.0,0.0,29.0,6,2007
85.0,14536.0,2002,2003,236.0,1300.0,1616.0,1629.0,0.0,1629.0,1,2,0,3,9,1,2002,3,808.0,0.0,252.0,11,2007
71.0,9187.0,1983,1983,0.0,336.0,1084.0,1080.0,0.0,1080.0,0,1,1,3,5,0,1983,2,484.0,120.0,0.0,6,2007
90.0,9900.0,1993,1993,256.0,987.0,1347.0,1372.0,1274.0,2646.0,1,2,1,4,9,1,1993,3,656.0,340.0,60.0,4,2009
