ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,mo_sold,yr_sold,sale_type,saleprice
2story_1946_&_newer,RL,69.06,9505.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,884.0,GasA,Ex,Y,SBrkr,884.0,1151.0,2035.0,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2001,Fin,2,434.0,TA,TA,Y,144.0,48.0,5,2010,WD ,12.312682380588432
split_foyer,RL,69.0,10205.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,784.0,Unf,925.0,GasA,TA,Y,SBrkr,999.0,0.0,999.0,1,1,0,3,1,TA,6,Typ,0,,Attchd,1962,Unf,1,300.0,TA,TA,Y,150.0,72.0,5,2006,WD ,11.809319478024031
1story_pud_(planned_unit_development)__1946_&_newer,FV,45.0,4379.0,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,851.0,Unf,1378.0,GasA,Ex,Y,SBrkr,1378.0,0.0,1378.0,1,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004,Fin,2,540.0,TA,TA,Y,160.0,56.0,7,2007,WD ,12.273731294003989
2_family_conversion__all_styles_and_ages,RM,65.0,7800.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507.0,Unf,793.0,GasA,TA,Y,SBrkr,793.0,325.0,1118.0,1,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1939,Unf,2,410.0,TA,TA,Y,0.0,0.0,5,2006,WD ,11.694413341015606
1story_1946_&_newer_all_styles,RL,70.0,7000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,TA,TA,No,Rec,588.0,Unf,1010.0,GasA,Ex,Y,SBrkr,1134.0,0.0,1134.0,0,1,0,2,1,TA,6,Typ,0,,Attchd,1960,RFn,1,254.0,TA,TA,Y,0.0,16.0,4,2007,WD ,11.813030057420567
11/2_story_finished_all_ages,RL,64.0,13053.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,833.0,GasA,Gd,Y,SBrkr,1053.0,795.0,1848.0,0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1922,Unf,2,370.0,TA,TA,N,0.0,0.0,6,2008,WD ,12.240474072247506
11/2_story_finished_all_ages,RL,60.0,8400.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,423.0,Unf,1181.0,GasA,Fa,Y,SBrkr,1390.0,304.0,1694.0,0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925,Unf,2,576.0,TA,TA,Y,342.0,0.0,6,2008,WD ,11.824079893607152
1story_1946_&_newer_all_styles,RM,50.0,6000.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,901.0,GasA,Ex,Y,SBrkr,901.0,0.0,901.0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1954,Unf,1,281.0,Fa,TA,Y,0.0,0.0,8,2008,WD ,11.588960151246226
11/2_story_finished_all_ages,RM,69.06,6240.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1938,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,52.0,Unf,861.0,GasA,Gd,Y,SBrkr,861.0,548.0,1409.0,1,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1968,Unf,2,528.0,TA,TA,Y,225.0,0.0,3,2007,WD ,11.744037185933616
1story_1946_&_newer_all_styles,RL,141.0,31770.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,639.0,Unf,1080.0,GasA,Fa,Y,SBrkr,1656.0,0.0,1656.0,1,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1960,Fin,2,528.0,TA,TA,P,210.0,62.0,5,2010,WD ,12.2783933071098
1story_1946_&_newer_all_styles,RL,80.0,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,607.0,Unf,1113.0,GasA,Gd,Y,SBrkr,1113.0,0.0,1113.0,0,1,0,3,1,Gd,5,Typ,1,Gd,Attchd,1950,Unf,1,264.0,TA,TA,Y,0.0,80.0,7,2009,WD ,11.898187865760873
1story_1945_&_older,RL,64.0,8574.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,816.0,GasA,Ex,Y,SBrkr,1232.0,0.0,1232.0,0,1,0,3,1,Gd,6,Typ,1,Gd,Detchd,1916,Unf,2,440.0,TA,TA,Y,0.0,0.0,10,2009,WD ,11.901583454762012
1story_1946_&_newer_all_styles,RL,104.0,14418.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,480.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1375.0,Unf,1950.0,GasA,Ex,Y,SBrkr,1950.0,0.0,1950.0,1,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2007,Fin,3,706.0,TA,TA,Y,156.0,207.0,5,2008,WD ,12.855790268162783
1story_1946_&_newer_all_styles,RL,80.0,10400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,929.0,Unf,1845.0,GasA,Gd,Y,SBrkr,1872.0,0.0,1872.0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1988,Fin,2,604.0,TA,TA,Y,197.0,39.0,6,2006,WD ,12.394624752074764
11/2_story_finished_all_ages,RL,63.0,15564.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,676.0,GasA,Ex,Y,SBrkr,676.0,588.0,1264.0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1994,Unf,2,400.0,TA,TA,Y,424.0,0.0,1,2008,WD ,11.901583454762012
2story_1946_&_newer,RL,101.0,13543.0,Pave,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,130.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,16.0,Unf,1168.0,GasA,Ex,Y,SBrkr,1168.0,1332.0,2500.0,0,3,1,5,1,Ex,9,Typ,1,Gd,BuiltIn,2005,Fin,3,683.0,TA,TA,Y,192.0,32.0,7,2008,WD ,12.779873068457553
1story_1945_&_older,RM,50.0,5925.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,,,,,0.0,,0.0,GasA,Fa,N,FuseA,612.0,0.0,612.0,0,1,0,1,1,TA,4,Typ,0,,Detchd,1965,Unf,1,308.0,TA,Fa,N,0.0,0.0,10,2009,WD ,10.714417768752456
2story_1945_&_older,RL,69.06,24090.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,1032.0,GasA,Ex,Y,SBrkr,1207.0,1196.0,2403.0,0,2,0,4,1,TA,10,Typ,2,TA,Attchd,1940,Unf,1,349.0,TA,TA,Y,56.0,0.0,6,2010,COD,12.406561506279576
1story_1946_&_newer_all_styles,RL,80.0,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,TA,No,GLQ,1285.0,Unf,1416.0,GasA,TA,Y,SBrkr,1644.0,0.0,1644.0,1,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1953,Fin,2,418.0,TA,TA,Y,110.0,0.0,10,2009,WD ,12.025749091398891
2story_1946_&_newer,RL,65.0,8158.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,214.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,860.0,GasA,Ex,Y,SBrkr,860.0,869.0,1729.0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2002,Fin,2,542.0,TA,TA,Y,386.0,63.0,8,2007,WD ,12.206072645530174
1story_1945_&_older,RL,50.0,5220.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,3,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,830.0,GasA,Gd,Y,SBrkr,879.0,0.0,879.0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1936,Unf,1,180.0,TA,TA,P,0.0,108.0,1,2006,WD ,11.289781913656018
1story_1946_&_newer_all_styles,RL,60.0,8172.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,167.0,Unf,864.0,GasA,TA,Y,SBrkr,864.0,0.0,864.0,1,1,0,2,1,TA,5,Typ,0,,Detchd,1957,Unf,2,572.0,TA,TA,N,0.0,0.0,4,2006,WD ,11.652687407345388
1story_1946_&_newer_all_styles,RL,72.0,9000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616.0,Unf,1196.0,GasA,Gd,Y,FuseA,1196.0,0.0,1196.0,1,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956,RFn,1,297.0,TA,TA,Y,0.0,44.0,5,2008,WD ,11.842229212112828
2story_1946_&_newer,RL,74.0,7844.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209.0,Unf,672.0,GasA,TA,Y,SBrkr,672.0,728.0,1400.0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978,Fin,2,440.0,TA,TA,Y,0.0,0.0,3,2006,WD ,11.915051671812877
2story_1945_&_older,RL,60.0,9084.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,755.0,GasA,TA,Y,SBrkr,755.0,755.0,1510.0,1,1,0,4,1,TA,7,Typ,1,Gd,Detchd,1940,Unf,1,296.0,Fa,Po,P,120.0,0.0,10,2009,WD ,11.589886506106357
1story_1946_&_newer_all_styles,RL,74.0,8556.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1240.0,GasA,Ex,Y,SBrkr,1240.0,0.0,1240.0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2006,RFn,3,826.0,TA,TA,Y,140.0,93.0,5,2007,WD ,12.175613438045465
1story_1946_&_newer_all_styles,RL,70.0,9100.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,4,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,LwQ,36.0,Unf,988.0,GasA,Ex,Y,SBrkr,988.0,0.0,988.0,1,1,0,3,1,TA,6,Typ,0,,Detchd,1977,Unf,2,624.0,TA,TA,Y,0.0,0.0,7,2006,WD ,11.771436160121729
duplex__all_styles_and_ages,RL,63.0,8668.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1560.0,GasA,TA,Y,SBrkr,1560.0,0.0,1560.0,0,2,0,4,2,TA,8,Typ,0,,Detchd,1968,Unf,3,792.0,TA,TA,Y,0.0,0.0,5,2007,WD ,11.744037185933616
1story_1946_&_newer_all_styles,RL,70.0,11767.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,Unf,1078.0,GasA,TA,Y,FuseA,1368.0,0.0,1368.0,1,1,0,3,1,TA,6,Min1,0,,Attchd,1950,RFn,1,195.0,TA,TA,Y,0.0,41.0,6,2009,WD ,11.695247021764184
1story_1946_&_newer_all_styles,RL,70.0,8400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,712.0,Unf,1473.0,GasA,Ex,Y,SBrkr,1484.0,0.0,1484.0,1,2,0,3,1,Gd,7,Typ,0,,Attchd,2004,RFn,2,606.0,TA,TA,Y,0.0,35.0,5,2010,WD ,12.269047444691562
1story_pud_(planned_unit_development)__1946_&_newer,RL,40.0,3874.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,807.0,Unf,1226.0,GasA,TA,Y,SBrkr,1226.0,0.0,1226.0,1,1,0,1,1,Gd,4,Typ,1,Fa,Attchd,1980,Fin,2,484.0,TA,TA,Y,133.0,78.0,7,2006,WD ,12.154779351142624
1story_1946_&_newer_all_styles,RL,69.06,8076.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,GLQ,705.0,Unf,1160.0,GasA,Gd,Y,SBrkr,1169.0,0.0,1169.0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1993,Fin,2,402.0,TA,TA,Y,0.0,26.0,7,2006,WD ,12.119969946476761
split_or_multilevel,RL,93.0,10090.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,7,5,1963,1999,Gable,CompShg,Plywood,Plywood,BrkFace,364.0,TA,TA,CBlock,TA,TA,Av,Rec,242.0,ALQ,725.0,GasA,TA,Y,SBrkr,1035.0,616.0,1651.0,0,2,0,4,1,TA,6,Typ,2,TA,BuiltIn,1963,Unf,1,276.0,TA,TA,Y,460.0,46.0,10,2007,WD ,12.05524975579559
1story_1946_&_newer_all_styles,RL,67.0,8877.0,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690.0,Unf,816.0,GasA,Ex,Y,SBrkr,816.0,0.0,816.0,1,1,0,2,1,TA,3,Typ,1,Gd,Detchd,1958,Unf,1,288.0,Fa,Fa,Y,0.0,0.0,5,2009,WD ,11.512925464970229
1story_1946_&_newer_all_styles,RL,85.0,11058.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,Gd,TA,PConc,Gd,TA,No,GLQ,56.0,Unf,1564.0,GasA,Ex,Y,SBrkr,1564.0,0.0,1564.0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007,RFn,3,814.0,TA,TA,Y,0.0,24.0,2,2008,WD ,12.2960778698166
2_family_conversion__all_styles_and_ages,RM,60.0,10800.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,482.0,GasA,Ex,N,SBrkr,1221.0,691.0,1912.0,0,2,0,3,2,TA,7,Typ,1,TA,Detchd,2003,Unf,2,672.0,Gd,TA,Y,0.0,25.0,4,2008,WD ,12.0015054797889
1story_1946_&_newer_all_styles,RL,59.0,10936.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1510.0,GasA,Ex,Y,SBrkr,1525.0,0.0,1525.0,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,534.0,TA,TA,Y,100.0,18.0,4,2007,New,12.238443025560624
2story_1946_&_newer,RL,65.0,8461.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,728.0,GasA,Ex,Y,SBrkr,728.0,728.0,1456.0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,2,390.0,TA,TA,Y,0.0,24.0,7,2006,New,12.007560729337492
2story_1945_&_older,RM,60.0,7518.0,Pave,Reg,Lvl,AllPub,FR3,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,8,1910,2004,Gable,CompShg,AsbShng,Plywood,None,0.0,Fa,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,396.0,GasA,Gd,Y,SBrkr,665.0,665.0,1330.0,0,1,0,3,1,TA,7,Typ,0,,Detchd,2001,Unf,1,390.0,TA,TA,N,0.0,72.0,7,2006,WD ,11.665646551987892
2story_1946_&_newer,RL,69.06,8010.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,840.0,GasA,Ex,Y,SBrkr,840.0,880.0,1720.0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2002,Fin,2,400.0,TA,TA,Y,138.0,48.0,7,2008,WD ,12.144197241812087
split_foyer,RL,69.06,10050.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,87.0,TA,TA,CBlock,TA,TA,Av,GLQ,602.0,Unf,793.0,GasA,Ex,Y,SBrkr,1280.0,0.0,1280.0,0,2,0,3,1,TA,6,Typ,1,TA,Basment,1966,Fin,2,432.0,TA,TA,Y,140.0,40.0,6,2007,WD ,12.072541252905651
1story_pud_(planned_unit_development)__1946_&_newer,RL,38.0,4740.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,248.0,Unf,1166.0,GasA,Gd,Y,SBrkr,1179.0,0.0,1179.0,1,2,0,2,1,TA,5,Typ,0,,Attchd,1988,RFn,2,480.0,TA,TA,Y,0.0,108.0,10,2007,WD ,12.111761966058932
1story_1945_&_older,RM,60.0,6978.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,7,1926,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,850.0,GasA,TA,Y,SBrkr,960.0,0.0,960.0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1981,RFn,2,576.0,TA,TA,Y,0.0,0.0,4,2007,WD ,11.542484267211773
1story_1946_&_newer_all_styles,RL,66.0,9240.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1959,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,708.0,Unf,988.0,GasA,TA,Y,SBrkr,988.0,0.0,988.0,1,2,0,3,1,Gd,6,Typ,0,,Attchd,1959,Unf,1,297.0,TA,TA,Y,156.0,0.0,6,2009,WD ,11.915051671812877
1story_pud_(planned_unit_development)__1946_&_newer,RL,24.0,2304.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,632.0,Unf,1061.0,GasA,TA,Y,SBrkr,1055.0,0.0,1055.0,0,2,0,2,1,TA,4,Typ,0,,Attchd,1978,Unf,1,319.0,TA,TA,Y,108.0,32.0,4,2007,WD ,11.867097278690842
1story_1945_&_older,RL,54.0,7223.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,319.0,Unf,1290.0,GasA,TA,Y,SBrkr,1422.0,0.0,1422.0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1973,Unf,1,352.0,TA,TA,Y,0.0,0.0,4,2007,WD ,11.824079893607152
2story_pud__1946_&_newer,RH,69.06,3612.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Landmrk,Norm,Norm,Twnhs,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338.0,Unf,630.0,GasA,Ex,Y,SBrkr,630.0,690.0,1320.0,0,2,1,3,1,TA,5,Typ,0,,Detchd,1993,Unf,2,484.0,TA,TA,Y,0.0,48.0,6,2006,WD ,11.827736204810263
1story_1946_&_newer_all_styles,RL,63.0,12680.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1988,1988,Gable,CompShg,Plywood,Wd Sdng,BrkFace,102.0,Gd,TA,CBlock,Gd,Gd,Mn,GLQ,983.0,Unf,1675.0,GasA,Ex,Y,SBrkr,1688.0,0.0,1688.0,1,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,1988,RFn,2,528.0,TA,TA,Y,0.0,48.0,6,2008,WD ,12.330500223905226
1story_1946_&_newer_all_styles,RL,85.0,10176.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,637.0,Unf,1300.0,GasA,Gd,Y,SBrkr,1341.0,0.0,1341.0,1,1,1,2,1,Gd,5,Typ,1,Po,Attchd,1990,Unf,2,506.0,TA,TA,Y,192.0,0.0,2,2010,WD ,12.052338545588132
split_or_multilevel,RL,55.0,10780.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483.0,Unf,911.0,GasA,Gd,Y,SBrkr,954.0,0.0,954.0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1976,Unf,2,576.0,TA,TA,Y,0.0,0.0,7,2006,WD ,11.794337924408413
duplex__all_styles_and_ages,RL,69.06,8544.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,,,,,0.0,,0.0,Wall,Fa,N,FuseA,1040.0,0.0,1040.0,0,2,0,2,2,TA,6,Typ,0,,Detchd,1949,Unf,2,400.0,TA,TA,Y,0.0,0.0,5,2006,WD ,11.379394072345706
2story_1946_&_newer,FV,79.0,10646.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,TA,TA,PConc,TA,TA,No,GLQ,681.0,Unf,858.0,GasA,Ex,Y,SBrkr,872.0,917.0,1789.0,1,2,1,3,1,TA,7,Typ,1,TA,Attchd,2001,Fin,2,546.0,TA,TA,Y,0.0,0.0,6,2008,WD ,12.314927050442256
